0,q_no,response_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,Dependancies,checked,,
1047,OF20,OF20_3,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",0,AM,FishAcc11,Function,3,,1,,
1048,OF20,OF20_4,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",0,AM,FishAcc11,Function,3,,1,,
1049,OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked). ",1,AM,FishAcc11,Function,3,,1,,
1050,OF24,????,Species of Conservation Concern,any amphibian in list,numeric,AM,RareAM11,Function,3,,1,,
,OF26,OF26_1,Degree Days Index,numeric,numeric,AM,Ddays11,,,,1,,
1051,OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2 ,3,AM,RdDens11,Function,3,,1,,
1052,OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,1,AM,RdDens11,Function,3,,1,,
1053,OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2 ,0,AM,RdDens11,Function,3,,1,,
1054,OF31,OF31_1,Road Density within 2km of the AA,< 0.12 km/km2 ,4,AM,RdDensWAU11,Function,3,,1,,
1055,OF31,OF31_2,Road Density within 2km of the AA,0.12 – 0.30 km/km2 ,1,AM,RdDensWAU11,Function,3,,1,,
1056,OF31,OF31_3,Road Density within 2km of the AA,> 0.30 km/km2 ,0,AM,RdDensWAU11,Function,3,,1,,
1057,OF32,OF32_1,Intactness of landscape within 2km ,<5%.,0,AM,Intact11,Function,3,,1,,
1058,OF32,OF32_2,Intactness of landscape within 2km ,5 to 30%.,1,AM,Intact11,Function,3,,1,,
1059,OF32,OF32_3,Intactness of landscape within 2km ,30 to 60%.,2,AM,Intact11,Function,3,,1,,
1060,OF32,OF32_4,Intactness of landscape within 2km ,60 to 90%.,3,AM,Intact11,Function,3,,1,,
1061,OF32,OF32_5,Intactness of landscape within 2km ,>90%,5,AM,Intact11,Function,3,,1,,
1062,OF33,OF33_1,Mature and Old Growth Forest within 2km,<5%.,0,AM,OldGro11,Function,3,,1,,
1063,OF33,OF33_2,Mature and Old Growth Forest within 2km,5 to 30%.,2,AM,OldGro11,Function,3,,1,,
1064,OF33,OF33_3,Mature and Old Growth Forest within 2km,30 to 60%.,3,AM,OldGro11,Function,3,,1,,
1065,OF33,OF33_4,Mature and Old Growth Forest within 2km,60 to 90%.,4,AM,OldGro11,Function,3,,1,,
1066,OF33,OF33_5,Mature and Old Growth Forest within 2km,>90%,5,AM,OldGro11,Function,3,,1,,
,OF36,OF36_1,Number of Land Cover types in the AA + 100m buffer,1,0,AM,TypeRich11,Function,,,1,,
,OF36,OF36_2,Number of Land Cover types in the AA + 100m buffer,2,1,AM,TypeRich11,Function,,,1,,
,OF36,OF36_3,Number of Land Cover types in the AA + 100m buffer,3 or 4,2,AM,TypeRich11,Function,,,1,,
,OF36,OF36_4,Number of Land Cover types in the AA + 100m buffer,>4,4,AM,TypeRich11,Function,,,1,,
1067,OF43,OF43_1,Wetland Density in the WAU,<0.03,0,AM,WetDensWAU11,Function,3,,1,,
1068,OF43,OF43_2,Wetland Density in the WAU,0.03 to < 0.10,1,AM,WetDensWAU11,Function,3,,1,,
1069,OF43,OF43_3,Wetland Density in the WAU,0.10 to < 0.20,2,AM,WetDensWAU11,Function,3,,1,,
1070,OF43,OF43_4,Wetland Density in the WAU,0.20 to 0.40,3,AM,WetDensWAU11,Function,3,,1,,
1071,OF43,OF43_5,Wetland Density in the WAU,>0.40,5,AM,WetDensWAU11,Function,3,,1,,
1072,F9,F9_1,Downed Wood,<2 per 10 x 10 m plot meeting these criteria.,0,AM,WoodDown11,Function,3,,1,,
1073,F9,F9_2,Downed Wood,2 to < 8 per 10 x 10 m plot meeting these criteria.,1,AM,WoodDown11,Function,3,,1,,
1074,F9,F9_3,Downed Wood,8 to 60 per 10 x 10 m plot meeting these criteria.,2,AM,WoodDown11,Function,3,,1,,
1075,F9,F9_4,Downed Wood,>60 per 10 x 10 m plot meeting these criteria.,3,AM,WoodDown11,Function,3,,1,,
1076,F15,F15_1,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",2,AM,Gcover11,Function,3,,1,,
1077,F15,F15_2,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",3,AM,Gcover11,Function,3,,1,,
1078,F15,F15_3,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,AM,Gcover11,Function,3,,1,,
1079,F15,F15_4,Percent Bare Ground,Other conditions.,?,AM,Gcover11,Function,3,,1,,
1080,F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1081,F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1082,F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1083,F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,4,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1084,F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,4,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1085,F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,3,AM,PermWpct11,Function,3,"NeverWater, TempWet",1,,
1086,F25,F25_1,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,5,AM,Fluctu11,Function,3,"NeverWater, NoPersis",1,,
1087,F25,F25_2,Surface Water Fluctuation Range ,10 cm - 50 cm change.,4,AM,Fluctu11,Function,3,"NeverWater, NoPersis",1,,
1088,F25,F25_3,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,AM,Fluctu11,Function,3,"NeverWater, NoPersis",1,,
1089,F25,F25_4,Surface Water Fluctuation Range ,1-2 m change.,2,AM,Fluctu11,Function,3,"NeverWater, NoPersis",1,,
1090,F25,F25_5,Surface Water Fluctuation Range ,>2 m change.,0,AM,Fluctu11,Function,3,"NeverWater, NoPersis",1,,
1091,F27,F27_1,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1092,F27,F27_2,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,2,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1093,F27,F27_3,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1094,F27,F27_4,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1095,F27,F27_5,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,4,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1096,F27,F27_6,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,4,AM,Lentic11,Function,3,"NeverWater, NoPersis",1,,
1097,F18,F18_1,Microtopography ,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,AM,Girreg11,Function,3,,1,,
1098,F18,F18_2,Microtopography ,Intermediate.,1,AM,Girreg11,Function,3,,1,,
1099,F18,F18_3,Microtopography ,"Several (extensive micro-topography, >25% of the land).",2,AM,Girreg11,Function,3,,1,,
1100,F29 ,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1101,F29 ,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,2,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1102,F29 ,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,3,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1103,F29 ,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,4,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1104,F29 ,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,3,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1105,F29 ,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,3,AM,DeepSpot11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1106,F33,F33_1,Distance from open Water to upland,<1 m.,0,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1107,F33,F33_2,Distance from open Water to upland,1 - 9 m.,1,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1108,F33,F33_3,Distance from open Water to upland,10 - 29 m.,2,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1109,F33,F33_4,Distance from open Water to upland,30 - 49 m.,3,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1110,F33,F33_5,Distance from open Water to upland,50 - 100 m.,4,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1111,F33,F33_6,Distance from open Water to upland,"> 100 m, or open water is absent at that time.",5,AM,WidthWet11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1112,F35,F35_1,Interspersion of inundated Vegetationand Open water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,AM,Interspers11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1113,F35,F35_2,Interspersion of inundated Vegetationand Open water,Intermediate.,2,AM,Interspers11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1114,F35,F35_3,Interspersion of inundated Vegetationand Open water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,1,AM,Interspers11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1115,F35,F35_4,Interspersion of inundated Vegetationand Open water,"Uniform. There is almost no open water, or almost no vegetation.",0,AM,Interspers11,Function,3,"NeverWater, TempWet, NoPersis, NoDeepPonded, NoOW",1,,
1116,F37,F37_1,Inundated Erect Vegetation,<1% of the AA.,0,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1117,F37,F37_2,Inundated Erect Vegetation,1-20% of the AA,2,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1118,F37,F37_3,Inundated Erect Vegetation,20 - 40% of the AA,3,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1119,F37,F37_4,Inundated Erect Vegetation,40 - 60% of the AA.,4,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1120,F37,F37_5,Inundated Erect Vegetation,60 - 90% of the AA,4,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1121,F37,F37_6,Inundated Erect Vegetation,">90%, of the AA.",3,AM,EmPct11,Function,3,"NeverWater, NoPersis",1,,
1122,F38,F38_1,Submerged & Floating-leaved Aquatics,"Are present, and are so extensive they choke most channels or open water areas in late summer",0,AM,_SAV11,Function,3,"NeverWater, TempWet, NoPersis",1,,
1123,F38,F38_2,Submerged & Floating-leaved Aquatics,"Are present, but not choking most channels or open water areas in late summer",1,AM,_SAV11,Function,3,"NeverWater, TempWet, NoPersis",1,,
1124,F38,F38_3,Submerged & Floating-leaved Aquatics,Absent or trace,2,AM,_SAV11,Function,3,"NeverWater, TempWet, NoPersis",1,,
1125,F28,F28_1,Non-vegetated Aquatic ,Little or none.,0,AM,WoodOver11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1126,F28,F28_2,Non-vegetated Aquatic ,Intermediate.,1,AM,WoodOver11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1127,F28,F28_3,Non-vegetated Aquatic ,Extensive.,2,AM,WoodOver11,Function,3,"NeverWater, TempWet, NoPersis, NoPond",1,,
1128,F44,F44_1,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,4,AM,Gradient11,Function,3,"NoOutlet, NoOutletX",1,,
1129,F44,F44_2,Internal Gradient,2-5%.,2,AM,Gradient11,Function,3,"NoOutlet, NoOutletX",1,,
1130,F44,F44_3,Internal Gradient,6-10%.,1,AM,Gradient11,Function,3,"NoOutlet, NoOutletX",1,,
1131,F44,F44_4,Internal Gradient,>10%.,0,AM,Gradient11,Function,3,"NoOutlet, NoOutletX",1,,
,F45,F45_1,pH Measurement,numeric,numeric,AM,Acidic11,Function,,,1,,
1132,F48,F48_1,Beaver Probability ,"Evident from direct observation or presence of gnawed limbs, dams, tracks, dens, lodges, or extensive stands of water-killed trees (snags).",3,AM,Beaver11,Function,3,,1,,
1133,F48,F48_2,Beaver Probability ,"Likely based on proximity to suitable habitat, which may include: (a) a persistent freshwater wetland, pond, or lake, or a perennial low or mid-gradient (<6%) channel, and (b) a corridor or multiple stands of hardwood trees and shrubs (>10 cm diameter) near surface water.",2,AM,Beaver11,Function,3,,1,,
1134,F48,F48_3,Beaver Probability ,"Unlikely because site characteristics above are deficient, and/or this is a settled area or other area where beaver are routinely removed. ",0,AM,Beaver11,Function,3,,1,,
1136,F50,F50_1,Vegetation Buffer Along Perimeter,<5%.,0,AM,PerimPctPer11,Function,3,Disturb,1,,
1137,F50,F50_2,Vegetation Buffer Along Perimeter,5 to <30%.,2,AM,PerimPctPer11,Function,3,Disturb,1,,
1138,F50,F50_3,Vegetation Buffer Along Perimeter,30 to <60%.,3,AM,PerimPctPer11,Function,3,Disturb,1,,
1139,F50,F50_4,Vegetation Buffer Along Perimeter,60 to 90%.,4,AM,PerimPctPer11,Function,3,Disturb,1,,
1140,F50,F50_5,Vegetation Buffer Along Perimeter,">90%, or all the area within 30 m of the AA edge is other wetlands. ",5,AM,PerimPctPer11,Function,3,Disturb,1,,
1141,F58,review,Focal Species Present,numeric,numeric,AM,AMrare11,Function,3,,1,,
1143,S4,,Excessive Sediament Loading from Runoff Contributing Area),calculated score,numeric,AM,SedCA11,Function,3,,1,,
1144,Z,,Score for APP,calculated score,numeric,AM,APPscore11,Function,3,,1,,
1151,OF3,OF3_1,Distance to ponded water,"<100 m, and not separated by any width of paved roads, bare ground, or impervious surface. ",7,AM,DistPond9v,Benefit,30,,1,,
1152,OF3,OF3_2,Distance to ponded water,"<100 m, but completely separated by those features.",6,AM,DistPond9v,Benefit,30,,1,,
1153,OF3,OF3_3,Distance to ponded water,"100 m-1 km, and not separated.",4,AM,DistPond9v,Benefit,30,,1,,
1154,OF3,OF3_4,Distance to ponded water,"100 m-1 km, but separated by those features.",3,AM,DistPond9v,Benefit,30,,1,,
1155,OF3,OF3_5,Distance to ponded water,"1 - 5 km, and not separated.",2,AM,DistPond9v,Benefit,30,,1,,
1156,OF3,OF3_6,Distance to ponded water,"1 - 5 km, but separated by those features.",1,AM,DistPond9v,Benefit,30,,1,,
1157,OF3,OF3_7,Distance to ponded water,None of the above (the closest patches or corridors that large are 5 km away).,0,AM,DistPond9v,Benefit,30,,1,,
1158,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),6,AM,Water2K11v,Benefit,30,,1,,
1159,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,4,AM,Water2K11v,Benefit,30,,1,,
1160,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,AM,Water2K11v,Benefit,30,,1,,
1161,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,2,AM,Water2K11v,Benefit,30,,1,,
1162,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,0,AM,Water2K11v,Benefit,30,,1,,
1163,OF24,????,Species of Conservation Concern,any amphibian in list,numeric,AM,RareAM11v,Benefit,100,,1,,
1164,OF43,OF43_1,Wetland Density in the WAU,<0.03,6,AM,WetDensWAU11v,Benefit,30,,1,,
1165,OF43,OF43_2,Wetland Density in the WAU,0.03 to < 0.10,4,AM,WetDensWAU11v,Benefit,30,,1,,
1166,OF43,OF43_3,Wetland Density in the WAU,0.10 to < 0.20,3,AM,WetDensWAU11v,Benefit,30,,1,,
1167,OF43,OF43_4,Wetland Density in the WAU,0.20 to 0.40,2,AM,WetDensWAU11v,Benefit,30,,1,,
1168,OF43,OF43_5,Wetland Density in the WAU,>0.40,0,AM,WetDensWAU11v,Benefit,30,,1,,
1169,F58,review,Focal Species Present,numeric,numeric,AM,AmphRare11v,Benefit,100,,1,,
1170,Z,,Score for WB,calculated score,calculated score,AM,FscoreWBF11v,Benefit,100,,1,,
1184,OF19,OF19_1,Wetland and Lakes within 2km,<0.02 (2%),0,WB,LakeWet11,Function,,,1,,
1185,OF19,OF19_2,Wetland and Lakes within 2km,0.02 - 0.07,2,WB,LakeWet11,Function,,,1,,
1186,OF19,OF19_3,Wetland and Lakes within 2km,0.08 - 0.17,3,WB,LakeWet11,Function,,,1,,
1187,OF19,OF19_4,Wetland and Lakes within 2km,0.18 - 0.34,4,WB,LakeWet11,Function,,,1,,
1188,OF19,OF19_5,Wetland and Lakes within 2km,>0.34,6,WB,LakeWet11,Function,,,1,,
1189,OF18,OF18_1,Lakes within 2km,<0.02 (2%),0,WB,PctLakes11,Function,,,1,,
1190,OF18,OF18_2,Lakes within 2km,0.02 - 0.07,2,WB,PctLakes11,Function,,,1,,
1191,OF18,OF18_3,Lakes within 2km,0.08 - 0.17,3,WB,PctLakes11,Function,,,1,,
1192,OF18,OF18_4,Lakes within 2km,0.18 - 0.34,4,WB,PctLakes11,Function,,,1,,
1193,OF18,OF18_5,Lakes within 2km,>0.34,6,WB,PctLakes11,Function,,,1,,
1194,OF20,OF20_1,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,1,,
1195,OF20,OF20_2,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,1,,
1196,OF20,OF20_3,Fish Occurrence,"Coho/Silver (wild, not stocked)  are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",1,WB,Fish11,Function,,,1,,
1197,OF20,OF20_4,Fish Occurrence,"None of above, but other fish species are likely present in AA.  Or a stream connects the AA to other waters and is not known to be fishless (enter ""1"").",1,WB,Fish11,Function,,,1,,
1198,OF20,OF20_5,Fish Occurrence,"Is known or likely to be fishless (e.g., too small, dry, and/or not accessible even temporarily, and not stocked). ",0,WB,Fish11,Function,,,1,,
1199,OF24,????,Species of Conservation Concern,any amphibian in list,numeric,WB,WB_rare11,Function,,,1,,
1200,OF26,OF26_1,Degree Days Index,numeric,numeric,WB,DegreeD11,Function,,,1,,
1201,OF40,OF40_1,Non-tree Vegetation within the AA plus 100m buffer,<0.13 (<13%),0,WB,Herbscape13,Function,,,1,,
1202,OF40,OF40_2,Non-tree Vegetation within the AA plus 100m buffer,0.13 to < 0.30,2,WB,Herbscape13,Function,,,1,,
1203,OF40,OF40_3,Non-tree Vegetation within the AA plus 100m buffer,0.30 to < 0.48,3,WB,Herbscape13,Function,,,1,,
1204,OF40,OF40_4,Non-tree Vegetation within the AA plus 100m buffer,0.48 to 0.69,4,WB,Herbscape13,Function,,,1,,
1205,OF40,OF40_5,Non-tree Vegetation within the AA plus 100m buffer,>0.69,6,WB,Herbscape13,Function,,,1,,
1206,OF43,OF43_1,Wetland Density in the WAU,<0.03,0,WB,WetDensWAU13,Function,,,1,,
1207,OF43,OF43_2,Wetland Density in the WAU,0.03 to < 0.10,1,WB,WetDensWAU13,Function,,,1,,
1208,OF43,OF43_3,Wetland Density in the WAU,0.10 to < 0.20,2,WB,WetDensWAU13,Function,,,1,,
1209,OF43,OF43_4,Wetland Density in the WAU,0.20 to 0.40,3,WB,WetDensWAU13,Function,,,1,,
1210,OF43,OF43_5,Wetland Density in the WAU,>0.40,5,WB,WetDensWAU13,Function,,,1,,
1228,F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,WB,PermWpct13,Function,,NeverWater,1,,
1229,F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,WB,PermWpct13,Function,,NeverWater,1,,
1230,F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,WB,PermWpct13,Function,,NeverWater,1,,
1231,F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,5,WB,PermWpct13,Function,,NeverWater,1,,
1232,F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,5,WB,PermWpct13,Function,,NeverWater,1,,
1233,F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,4,WB,PermWpct13,Function,,NeverWater,1,,
1234,F22,F22_1,Fringe Wetlands ,Binary (0/1),binary,WB,Fringe13,Function,,"NeverWater, NoPersis",1,,
1235,F23,F23_1,Lacustrine Wetland,numeric,numeric,WB,Lake13,Function,,"NeverWater, NoPersis",1,,
1246,F27,F27_1,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,WB,PondedPct13,Function,,NeverWater,1,,
1247,F27,F27_2,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,2,WB,PondedPct13,Function,,NeverWater,1,,
1248,F27,F27_3,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,WB,PondedPct13,Function,,NeverWater,1,,
1249,F27,F27_4,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,WB,PondedPct13,Function,,NeverWater,1,,
1250,F27,F27_5,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,5,WB,PondedPct13,Function,,NeverWater,1,,
1251,F27,F27_6,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,6,WB,PondedPct13,Function,,NeverWater,1,,
1252,F29 ,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1253,F29 ,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,1,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1254,F29 ,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,2,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1255,F29 ,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,4,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1256,F29 ,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,6,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1257,F29 ,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,9,WB,MaxPondArea13,Function,,"NeverWater, NoPersis, NoPond",1,,
1259,F30,F30_1,Largest Deep Ponded Water (as percentage of the AA),<1% of the AA  and <0.01 ha.,1,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1260,F30,F30_2,Largest Deep Ponded Water (as percentage of the AA),"1 to <5% of the AA,  or <1% of the AA but >0.01 ha.",2,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1261,F30,F30_3,Largest Deep Ponded Water (as percentage of the AA),5 to <30% of the AA.,5,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1262,F30,F30_4,Largest Deep Ponded Water (as percentage of the AA),30 to <70% of the AA.,7,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1263,F30,F30_5,Largest Deep Ponded Water (as percentage of the AA),70 to 99% of the AA.,4,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1264,F30,F30_6,Largest Deep Ponded Water (as percentage of the AA),100% of the AA. ,3,WB,MaxPondPct13,Function,,"NeverWater, NoPersis, NoPond",1,,
1265,F31,F31_1,Open Water Extent,"none, or <0.01 hectare. Enter ""1"" and SKIP to F37 (Inundated Erect Vegetation).",0,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1266,F31,F31_2,Open Water Extent,0.01 - 0.10 hectares ,1,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1267,F31,F31_3,Open Water Extent,0.10 - 1.00 hectares,2,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1268,F31,F31_4,Open Water Extent,1 - 10 hectares,4,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1269,F31,F31_5,Open Water Extent,10 - 100 hectares,5,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1270,F31,F31_6,Open Water Extent,> 100 hectares,6,WB,OWarea13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1271,F32,F32_1,Distance across longest open water (fetch) ,<10 m.,0,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1272,F32,F32_2,Distance across longest open water (fetch) ,10 - 30 m.,2,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1273,F32,F32_3,Distance across longest open water (fetch) ,30 - 100 m.,3,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1274,F32,F32_4,Distance across longest open water (fetch) ,100 - 200 m.,4,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1275,F32,F32_5,Distance across longest open water (fetch) ,200 - 500 m.,5,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1276,F32,F32_6,Distance across longest open water (fetch) ,> 500 m.,7,WB,Fetch13,Function,,"NeverWater, NoPersis, NoDeepPonded",1,,
1277,F33,F33_1,Distance from open Water to upland,<1 m.,0,WB,WidthDry13,Function,,"NeverWater, NoPersis, NoDeepPonded, NoOW",1,,
1278,F33,F33_2,Distance from open Water to upland,1 - 9 m.,2,WB,WidthDry13,Function,,"NeverWater, NoPersis, NoDeepPonded, NoOW",1,,
1279,F33,F33_3,Distance from open Water to upland,10 - 29 m.,3,WB,WidthDry13,Function,,"NeverWater, NoPersis, NoDeepPonded, NoOW",1,,
1280,F33,F33_4,Distance from open Water to upland,30 - 49 m.,4,WB,WidthDry13,Function,,"NeverWater, NoPersis, NoDeepPonded, NoOW",1,,
1281,F33,F33_5,Distance from open Water to upland,50 - 100 m.,5,WB,WidthDry13,Function,,"NeverWater, NoPersis, NoDeepPonded, NoOW",1,,
